
> frontend@0.9.83 dev:frontend
> next dev

▲ Next.js 16.2.7 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.1.7:3000
✓ Ready in 3.4s

○ Compiling / ...
 GET /api/live-data/fast?lv=ships%3A12%2Ccommercial_flights%3A16%2Cmilitary_flights%3A12%2Cprivate_flights%3A16%2Cprivate_jets%3A16%2Cuavs%3A12%2Csatellites%3A12%2Csigint%3A13%2Ctrains%3A12 304 in 71ms (next.js: 27ms, application-code: 44ms)
 GET /api/live-data/slow 304 in 73ms (next.js: 40ms, application-code: 33ms)
 GET /api/ai/agent-actions 200 in 27ms (next.js: 5ms, application-code: 22ms)
 GET /api/ai/pins/geojson 200 in 31ms (next.js: 16ms, application-code: 16ms)
 GET /api/ai/agent-actions 200 in 22ms (next.js: 4ms, application-code: 19ms)
 GET /api/ai/agent-actions 200 in 42ms (next.js: 20ms, application-code: 22ms)
 GET /api/mesh/infonet/status 200 in 341ms (next.js: 3ms, application-code: 338ms)
 GET /api/ai/agent-actions 200 in 52ms (next.js: 23ms, application-code: 29ms)
 POST /api/viewport 200 in 41ms (next.js: 6ms, application-code: 35ms)
 GET /api/settings/wormhole 200 in 57ms (next.js: 25ms, application-code: 32ms)
 GET /api/wormhole/status 200 in 353ms (next.js: 36ms, application-code: 317ms)
 GET /api/ai/agent-actions 200 in 18ms (next.js: 3ms, application-code: 15ms)
 GET /api/ai/agent-actions 200 in 33ms (next.js: 16ms, application-code: 17ms)
 GET /api/ai/pins/geojson 200 in 48ms (next.js: 21ms, application-code: 27ms)
 GET /api/ai/agent-actions 200 in 7.4s (next.js: 3ms, application-code: 7.4s)
 GET /api/ai/timemachine/hourly-index 200 in 4.4s (next.js: 28ms, application-code: 4.3s)
 GET /api/health 200 in 3.4s (next.js: 3ms, application-code: 3.4s)
 GET /api/ai/timemachine/snapshots?limit=100 200 in 4.4s (next.js: 38ms, application-code: 4.3s)
 GET /api/mesh/infonet/status 200 in 3.4s (next.js: 5ms, application-code: 3.4s)
 GET /api/ai/agent-actions 200 in 37ms (next.js: 18ms, application-code: 19ms)
 GET /api/ai/agent-actions 200 in 33ms (next.js: 5ms, application-code: 28ms)
 GET /api/ai/agent-actions 200 in 57ms (next.js: 23ms, application-code: 34ms)
 GET /api/health 200 in 63ms (next.js: 31ms, application-code: 32ms)
 GET /api/ai/layers 200 in 103ms (next.js: 39ms, application-code: 64ms)
 GET /api/ai/pins?limit=500 200 in 64ms (next.js: 23ms, application-code: 41ms)
 GET /api/settings/timemachine 200 in 74ms (next.js: 30ms, application-code: 44ms)
 GET /api/ai/timemachine/config 200 in 95ms (next.js: 41ms, application-code: 54ms)
 GET /api/settings/wormhole 200 in 44ms (next.js: 21ms, application-code: 23ms)
 GET /api/wormhole/status 200 in 295ms (next.js: 30ms, application-code: 265ms)
 GET /api/ai/agent-actions 200 in 56ms (next.js: 6ms, application-code: 50ms)
 GET /api/ai/pins/geojson 200 in 44ms (next.js: 16ms, application-code: 28ms)
 GET /api/ai/agent-actions 200 in 23ms (next.js: 6ms, application-code: 17ms)
 GET /api/ai/agent-actions 200 in 32ms (next.js: 16ms, application-code: 17ms)
 GET /api/mesh/infonet/status 200 in 307ms (next.js: 6ms, application-code: 301ms)
 GET /api/live-data/fast?lv=ships%3A12%2Ccommercial_flights%3A16%2Cmilitary_flights%3A12%2Cprivate_flights%3A16%2Cprivate_jets%3A16%2Cuavs%3A12%2Csatellites%3A12%2Csigint%3A13%2Ctrains%3A12 200 in 669ms (next.js: 44ms, application-code: 626ms)
 GET /api/live-data/slow 200 in 1091ms (next.js: 13ms, application-code: 1078ms)
 GET /api/ai/agent-actions 200 in 27ms (next.js: 5ms, application-code: 22ms)
 GET /api/ai/agent-actions 200 in 140ms (next.js: 18ms, application-code: 122ms)
 GET /api/live-data/fast?lv=ships%3A13%2Ccommercial_flights%3A18%2Cmilitary_flights%3A13%2Cprivate_flights%3A18%2Cprivate_jets%3A18%2Cuavs%3A13%2Csatellites%3A13%2Csigint%3A14%2Ctrains%3A13 304 in 111ms (next.js: 6ms, application-code: 104ms)
 GET /api/live-data/slow 304 in 123ms (next.js: 34ms, application-code: 88ms)
 POST /api/viewport 200 in 165ms (next.js: 14ms, application-code: 151ms)
 GET /api/ai/agent-actions 200 in 86ms (next.js: 36ms, application-code: 50ms)
 GET /api/settings/wormhole 200 in 453ms (next.js: 8ms, application-code: 445ms)
 GET /api/wormhole/status 200 in 622ms (next.js: 16ms, application-code: 606ms)
 GET /api/ai/pins/geojson 200 in 94ms (next.js: 53ms, application-code: 41ms)
 GET /api/ai/agent-actions 200 in 40ms (next.js: 16ms, application-code: 24ms)
 GET /api/ai/agent-actions 200 in 7.7s (next.js: 19ms, application-code: 7.7s)
 GET /api/ai/pins?limit=500 200 in 1810ms (next.js: 4ms, application-code: 1806ms)
 GET /api/ai/layers 200 in 1855ms (next.js: 27ms, application-code: 1828ms)
 GET /api/health 200 in 6.8s (next.js: 22ms, application-code: 6.8s)
 GET /api/mesh/infonet/status 200 in 6.9s (next.js: 3ms, application-code: 6.9s)
 GET /api/ai/agent-actions 200 in 102ms (next.js: 17ms, application-code: 85ms)
 GET /api/ai/agent-actions 200 in 35ms (next.js: 7ms, application-code: 28ms)
 GET /api/ai/agent-actions 200 in 34ms (next.js: 6ms, application-code: 27ms)
 GET /api/ai/pins/geojson 200 in 41ms (next.js: 18ms, application-code: 23ms)
 GET /api/live-data/fast?lv=ships%3A13%2Ccommercial_flights%3A18%2Cmilitary_flights%3A13%2Cprivate_flights%3A18%2Cprivate_jets%3A18%2Cuavs%3A13%2Csatellites%3A13%2Csigint%3A14%2Ctrains%3A13 304 in 37ms (next.js: 13ms, application-code: 24ms)
 GET /api/live-data/slow 304 in 48ms (next.js: 12ms, application-code: 37ms)
 GET /api/wormhole/status 200 in 601ms (next.js: 22ms, application-code: 580ms)
 GET /api/settings/wormhole 200 in 657ms (next.js: 33ms, application-code: 624ms)
 GET /api/ai/agent-actions 200 in 600ms (next.js: 4ms, application-code: 595ms)
 GET /api/ai/agent-actions 200 in 86ms (next.js: 44ms, application-code: 42ms)
 GET /api/mesh/infonet/status 200 in 1102ms (next.js: 11ms, application-code: 1090ms)
 GET /api/live-data/fast?lv=ships%3A13%2Ccommercial_flights%3A18%2Cmilitary_flights%3A13%2Cprivate_flights%3A18%2Cprivate_jets%3A18%2Cuavs%3A13%2Csatellites%3A13%2Csigint%3A14%2Ctrains%3A13 304 in 1127ms (next.js: 31ms, application-code: 1096ms)
 GET /api/live-data/slow 304 in 1093ms (next.js: 12ms, application-code: 1080ms)
 GET /api/ai/agent-actions 200 in 133ms (next.js: 46ms, application-code: 87ms)
 GET /api/ai/agent-actions 200 in 106ms (next.js: 29ms, application-code: 77ms)
 GET /api/ai/agent-actions 200 in 79ms (next.js: 31ms, application-code: 49ms)
 GET /api/ai/pins/geojson 200 in 33ms (next.js: 6ms, application-code: 28ms)
 GET /api/ai/agent-actions 200 in 56ms (next.js: 27ms, application-code: 29ms)
 GET /api/settings/wormhole 200 in 129ms (next.js: 24ms, application-code: 105ms)
 GET /api/wormhole/status 200 in 545ms (next.js: 29ms, application-code: 515ms)
 PUT /api/ai/connect-info/access-tier 200 in 380ms (next.js: 15ms, application-code: 365ms)
 GET /api/ai/agent-actions 200 in 84ms (next.js: 40ms, application-code: 44ms)
